htsno,hs8,hs6,hs2,description,general,special,CN_subheading,CN_wave,CN_tariff
4412.91.31.70,44129131,441291,44,Other,,,,,0.0
4412.91.41.00,44129141,441291,44,Other,8%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4412.91.51,44129151,441291,44,Other,Free,,9903.88.03,List 3,25.0
4412.91.51.05,44129151,441291,44,Wood flooring,,,,,0.0
4412.91.51.15,44129151,441291,44,Other,,,,,0.0
4412.92,,,,"Other, with at least one outer ply of nonconiferous wood:",,,,,0.0
4412.92.07.00,44129207,441292,44,Containing at least one layer of particle board,Free,,9903.88.03,List 3,25.0
,,,,Other:,,,,,0.0
,,,,Plywood:,,,,,0.0
,,,,"Not surface covered, or surface covered with a clear or transparent material which does not obscure the grain, texture or markings of the face ply:",,,,,0.0
4412.92.11,44129211,441292,44,With a face ply of birch (<u>Betula</u> spp.),Free,,9903.88.03,List 3,25.0
4412.92.11.20,44129211,441292,44,"Panels not exceeding in any dimension 3.6 mm in thickness, 1.2 m in width and 2.2 m in length",,,,,0.0
,,,,Other:,,,,,0.0
4412.92.11.30,44129211,441292,44,Not surface covered,,,,,0.0
4412.92.11.40,44129211,441292,44,Other,,,,,0.0
4412.92.31,44129231,441292,44,Other,8%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4412.92.31.20,44129231,441292,44,With a face ply of walnut (<u>Juglans</u> spp.) ,,,,,0.0
,,,,Other:,,,,,0.0
4412.92.31.50,44129231,441292,44,"Panels not exceeding in any dimension 3.6 mm in thickness, 1.2 m in width, and 2.2 m in length",,,,,0.0
4412.92.31.60,44129231,441292,44,"Other, not surface covered",,,,,0.0
4412.92.31.70,44129231,441292,44,Other,,,,,0.0
4412.92.42.00,44129242,441292,44,Other,8%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4412.92.52,44129252,441292,44,Other,Free,,9903.88.03,List 3,25.0
4412.92.52.05,44129252,441292,44,Wood flooring,,,,,0.0
4412.92.52.15,44129252,441292,44,Other,,,,,0.0
4412.99,,,,"Other, with both outer plies of coniferous wood:",,,,,0.0
4412.99.58.00,44129958,441299,44,Containing at least one layer of particle board,Free,,9903.88.03,List 3,25.0
,,,,Other:,,,,,0.0
,,,,Plywood:,,,,,0.0
,,,,"Not surface covered, or surface covered with a clear or transparent material which does not obscure the grain, texture or markings of the face ply:",,,,,0.0
4412.99.61.00,44129961,441299,44,With a face ply of Parana pine (<u>Araucaria</u> <u>angustifolia</u>),Free,,9903.88.03,List 3,25.0
4412.99.71.00,44129971,441299,44,With a face ply of European red pine (<u>Pinus silvestris</u>)    ,3.4%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4412.99.81.00,44129981,441299,44,Other,8%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4412.99.91.00,44129991,441299,44,Other,5.1%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4412.99.97.00,44129997,441299,44,Other,Free,,9903.88.03,List 3,25.0
4413.00.00.00,44130000,441300,44,"Densified wood, in blocks, plates, strips or profile shapes",3.7%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4414,,,,"Wooden frames for paintings, photographs, mirrors or similar objects:",,,,,0.0
4414.10.00.00,44141000,441410,44,Of tropical wood,3.9%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
4414.90.00.00,44149000,441490,44,Other,3.9%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
4415,,,,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums, of wood; pallets, box-pallets and other load boards, of wood; pallet collars of wood:",,,,,0.0
4415.10,,,,"Cases, boxes, crates, drums and similar packings; cable-drums:",,,,,0.0
4415.10.30.00,44151030,441510,44,"Packing boxes and cases with solid sides, lids and bottoms",Free,,9903.88.03,List 3,25.0
4415.10.60.00,44151060,441510,44,Containers designed for use in the harvesting of fruits and vegetables,Free,,9903.88.03,List 3,25.0
4415.10.90.00,44151090,441510,44,Other,10.7%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4415.20,,,,"Pallets, box-pallets and other load boards; pallet collars:",,,,,0.0
4415.20.40.00,44152040,441520,44,Containers designed for use in the harvesting of fruits and vegetables,Free,,9903.88.03,List 3,25.0
4415.20.80.00,44152080,441520,44,Other,10.7%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4416.00,,,,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves:",,,,,0.0
4416.00.30,44160030,441600,44,"Casks, barrels and hogsheads",Free,,9903.88.03,List 3,25.0
4416.00.30.10,44160030,441600,44,New,,,,,0.0
,,,,Used:,,,,,0.0
4416.00.30.20,44160030,441600,44,Assembled (set up),,,,,0.0
4416.00.30.30,44160030,441600,44,Unassembled (knocked down),,,,,0.0
4416.00.60,44160060,441600,44,Staves and hoops; tight barrelheads of softwood,Free,,9903.88.03,List 3,25.0
,,,,New:,,,,,0.0
4416.00.60.10,44160060,441600,44,Staves,,,,,0.0
4416.00.60.20,44160060,441600,44,Hoops,,,,,0.0
4416.00.60.30,44160060,441600,44,Tight barrelheads,,,,,0.0
,,,,Used:,,,,,0.0
4416.00.60.40,44160060,441600,44,Staves,,,,,0.0
4416.00.60.50,44160060,441600,44,Other,,,,,0.0
4416.00.90,44160090,441600,44,Other,3.2%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4416.00.90.20,44160090,441600,44,New,,,,,0.0
4416.00.90.40,44160090,441600,44,Used,,,,,0.0
4417.00,,,,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood:",,,,,0.0
4417.00.20.00,44170020,441700,44,"Broom and mop handles, 1.9 cm or more in diameter and 97 cm or more in length",Free,,9903.88.15,List 4A,7.5
4417.00.40.00,44170040,441700,44,Paint brush and paint roller handles,Free,,9903.88.15,List 4A,7.5
4417.00.60.00,44170060,441700,44,Brush backs,Free,,9903.88.03,List 3,25.0
4417.00.80,44170080,441700,44,Other,5.1%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4417.00.80.10,44170080,441700,44,Tool handles,,,,,0.0
4417.00.80.90,44170080,441700,44,Other,,,,,0.0
4418,,,,"Builders' joinery and carpentry of wood, including cellular wood panels and assembled flooring panels; shingles and shakes:",,,,,0.0
,,,,"Windows, French-windows and their frames:",,,,,0.0
4418.11.00.00,44181100,441811,44,Of tropical wood,3.2%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.19.00.00,44181900,441819,44,Other,3.2%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
,,,,Doors and their frames and thresholds:,,,,,0.0
4418.21,,,,Of tropical wood:,,,,,0.0
4418.21.40.00,44182140,441821,44,French doors,4.8%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.21.80,44182180,441821,44,Other,4.8%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.21.80.30,44182180,441821,44,Flush doors,,,,,0.0
4418.21.80.60,44182180,441821,44,Other,,,,,0.0
4418.29,,,,Other:,,,,,0.0
4418.29.40.00,44182940,441829,44,French doors,4.8%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.29.80,44182980,441829,44,Other,4.8%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.29.80.30,44182980,441829,44,Flush doors,,,,,0.0
4418.29.80.60,44182980,441829,44,Other,,,,,0.0
4418.30.01.00,44183001,441830,44,Posts and beams other than products of subheadings 4418.81 to 4418.89,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.40.00.00,44184000,441840,44,Formwork (shuttering) for concrete constructional work,3.2%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.50.00,44185000,441850,44,Shingles and shakes,Free,,9903.88.03,List 3,25.0
,,,,Shingles:,,,,,0.0
4418.50.00.10,44185000,441850,44,Of western red cedar,,,,,0.0
4418.50.00.30,44185000,441850,44,Other,,,,,0.0
4418.50.00.50,44185000,441850,44,Other,,,,,0.0
,,,,Assembled flooring panels:,,,,,0.0
4418.73,,,,Of bamboo or with at least the top layer (wear layer) of bamboo:,,,,,0.0
,,,,For mosaic floors:,,,,,0.0
4418.73.10.00,44187310,441873,44,Solid,Free,,9903.88.03,List 3,25.0
,,,,Other:,,,,,0.0
4418.73.20.00,44187320,441873,44,Having a face ply more than 6 mm in thickness,Free,,9903.88.03,List 3,25.0
4418.73.30.00,44187330,441873,44,Other,8%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
,,,,"Other, multilayer:",,,,,0.0
4418.73.40.00,44187340,441873,44,Having a face ply more than 6 mm in thickness,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
,,,,Other:,,,,,0.0
4418.73.60.00,44187360,441873,44,Of unidirectional bamboo,Free,,9903.88.03,List 3,25.0
4418.73.70.00,44187370,441873,44,Other,5%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.73.90.00,44187390,441873,44,Other,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.74,,,,"Other, for mosaic floors:",,,,,0.0
4418.74.10.00,44187410,441874,44,Solid,Free,,9903.88.03,List 3,25.0
,,,,Other:,,,,,0.0
4418.74.20.00,44187420,441874,44,Having a face ply more than 6 mm in thickness,Free,,9903.88.03,List 3,25.0
4418.74.90.00,44187490,441874,44,Other,8%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.75,,,,"Other, multilayer:",,,,,0.0
4418.75.40.00,44187540,441875,44,Having a face ply more than 6 mm in thickness,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.75.70.00,44187570,441875,44,Other,5%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.79.01.00,44187901,441879,44,Other,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
,,,,Engineered structural timber products:,,,,,0.0
4418.81.00.00,44188100,441881,44,Glue-laminated timber (glulam),3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.82.00.00,44188200,441882,44,Cross-laminated timber (CLT or X-lam),3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.83.00.00,44188300,441883,44,I-beams,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.89.00.00,44188900,441889,44,Other,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
,,,,Other:,,,,,0.0
4418.91,,,,Of bamboo:,,,,,0.0
4418.91.10.00,44189110,441891,44,Drilled or notched lumber studs,Free,,9903.88.03,List 3,25.0
4418.91.91,44189191,441891,44,Other,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.91.91.05,44189191,441891,44,Wood flooring,,,,,0.0
,,,,Other:,,,,,0.0
4418.91.91.10,44189191,441891,44,"Arches, laminated",,,,,0.0
4418.91.91.20,44189191,441891,44,Roof trusses,,,,,0.0
4418.91.91.40,44189191,441891,44,Other fabricated structural wood members,,,,,0.0
4418.91.91.50,44189191,441891,44,Prefabricated partitions and panels for buildings,,,,,0.0
4418.91.91.95,44189191,441891,44,Other,,,,,0.0
4418.92.00.00,44189200,441892,44,Cellular wood panels,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.99,,,,Other:,,,,,0.0
4418.99.10.00,44189910,441899,44,Drilled or notched lumber studs,Free,,9903.88.03,List 3,25.0
4418.99.91,44189991,441899,44,Other,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4418.99.91.05,44189991,441899,44,Wood flooring,,,,,0.0
,,,,Other:,,,,,0.0
4418.99.91.10,44189991,441899,44,"Arches, laminated",,,,,0.0
4418.99.91.20,44189991,441899,44,Roof trusses,,,,,0.0
4418.99.91.40,44189991,441899,44,Other fabricated structural wood members,,,,,0.0
4418.99.91.50,44189991,441899,44,Prefabricated partitions and panels for buildings,,,,,0.0
4418.99.91.95,44189991,441899,44,Other,,,,,0.0
4419,,,,"Tableware and kitchenware, of wood:",,,,,0.0
,,,,Of bamboo:,,,,,0.0
4419.11.00.00,44191100,441911,44,"Bread boards, chopping boards and similar boards",3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) ",,,0.0
4419.12.00.00,44191200,441912,44,Chopsticks,3.2%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) ",,,0.0
4419.19,,,,Other:,,,,,0.0
4419.19.10.00,44191910,441919,44,Forks and spoons,5.3%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4419.19.90.00,44191990,441919,44,Other,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4419.20,,,,Of tropical wood:,,,,,0.0
4419.20.10.00,44192010,441920,44,Forks and spoons,5.3%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4419.20.90.00,44192090,441920,44,Other,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
4419.90,,,,Other:,,,,,0.0
4419.90.11.00,44199011,441990,44,Forks and spoons,5.3%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4419.90.91.00,44199091,441990,44,Other,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
4420,,,,"Wood marquetry and inlaid wood; caskets and cases for jewelry or cutlery and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling within chapter 94:",,,,,0.0
,,,,Statuettes and other ornaments:,,,,,0.0
4420.11.00.00,44201100,442011,44,Of tropical wood,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4420.19.00.00,44201900,442019,44,Other,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4420.90,,,,Other:,,,,,0.0
,,,,"Jewelry boxes, silverware chests, cigar and cigarette boxes, microscope cases, tool or utensil cases and similar boxes, cases and chests, all the foregoing of wood:",,,,,0.0
4420.90.20.00,44209020,442090,44,Cigar and cigarette boxes,Free,,9903.88.15,List 4A,7.5
,,,,Other:,,,,,0.0
4420.90.45.00,44209045,442090,44,Not lined with textile fabrics,4.3%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4420.90.65.00,44209065,442090,44,Lined with textile fabrics,Free,,9903.88.03,List 3,25.0
4420.90.80.00,44209080,442090,44,Other,3.2%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4421,,,,Other articles of wood:,,,,,0.0
4421.10.00.00,44211000,442110,44,Clothes hangers,3.2%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4421.20,,,,Coffins:,,,,,0.0
4421.20.10.00,44212010,442120,44,Of bamboo,3.3%,"Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4421.20.20.00,44212020,442120,44,Other,3.3%,"Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
,,,,Other:,,,,,0.0
4421.91,,,,Of bamboo:,,,,,0.0
,,,,Wood dowel pins:,,,,,0.0
4421.91.10.00,44219110,442191,44,Plain,Free,,9903.88.03,List 3,25.0
4421.91.20.00,44219120,442191,44,"Sanded, grooved or otherwise advanced in condition",4.9%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
,,,,"Wood blinds, shutters, screens and shades, all the foregoing with or without their hardware:",,,,,0.0
4421.91.30.00,44219130,442191,44,"Consisting of wooden frames in the center of which are fixed louver boards or slats, with or without their hardware",10.7%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4421.91.40.00,44219140,442191,44,Other,5.1%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
,,,,"Toothpicks, skewers, candy sticks, ice cream sticks, tongue depressors, drink mixers and similar small wares:",,,,,0.0
4421.91.50.00,44219150,442191,44,Toothpicks,Free,,,,0.0
4421.91.60.00,44219160,442191,44,Other,5.1%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
4421.91.70,44219170,442191,44,"Pickets, palings, posts and rails, the foregoing which are sawn; assembled fence sections",Free,,9903.88.03,List 3,25.0
4421.91.70.20,44219170,442191,44,Assembled fence sections,,,,,0.0
4421.91.70.40,44219170,442191,44,Other,,,,,0.0
,,,,Clothespins:,,,,,0.0
4421.91.80,44219180,442191,44,Spring-type,6.5¢/gross<il></il>,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4421.91.80.24,44219180,442191,44,Valued not over 80¢/gross,,,,,0.0
4421.91.80.27,44219180,442191,44,Valued over 80¢ but not over $1.35/gross,,,,,0.0
4421.91.80.30,44219180,442191,44,Valued over $1.35 but not over $1.70/gross,,,,,0.0
4421.91.80.33,44219180,442191,44,Valued over $1.70/gross,,,,,0.0
4421.91.85.00,44219185,442191,44,Other,4.8%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4421.91.88.00,44219188,442191,44,Canoe paddles,Free,,,,0.0
,,,,Other:,,,,,0.0
4421.91.93.00,44219193,442191,44,"Theatrical, ballet, and operatic scenery and properties, including sets ",Free,,9903.88.03,List 3,25.0
4421.91.94.00,44219194,442191,44,Edge-glued lumber,Free,,9903.88.03,List 3,25.0
4421.91.98,44219198,442191,44,Other,3.3%,"Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4421.91.98.20,44219198,442191,44,Pencil slats,,,,,0.0
4421.91.98.70,44219198,442191,44,Gates for confining children or pets,,,,,0.0
4421.91.98.80,44219198,442191,44,Other,,,,,0.0
4421.99,,,,Other:,,,,,0.0
,,,,Wood dowel pins:,,,,,0.0
,,,,Plain:,,,,,0.0
4421.99.10.00,44219910,442199,44,Coniferous,Free,,9903.88.03,List 3,25.0
4421.99.15.00,44219915,442199,44,Other,Free,,9903.88.03,List 3,25.0
4421.99.20.00,44219920,442199,44,"Sanded, grooved or otherwise advanced in condition",4.9%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
,,,,"Wood blinds, shutters, screens and shades, all the foregoing with or without their hardware:",,,,,0.0
4421.99.30.00,44219930,442199,44,"Consisting of wooden frames in the center of which are fixed louver boards or slats, with or without their hardware",10.7%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.15,List 4A,7.5
4421.99.40.00,44219940,442199,44,Other,5.1%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
,,,,"Toothpicks, skewers, candy sticks, ice cream sticks, tongue depressors, drink mixers and similar small wares:",,,,,0.0
4421.99.50.00,44219950,442199,44,Toothpicks,Free,,,,0.0
4421.99.60.00,44219960,442199,44,Other,5.1%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4421.99.70,44219970,442199,44,"Pickets, palings, posts and rails, the foregoing which are sawn; assembled fence sections",Free,,9903.88.03,List 3,25.0
4421.99.70.20,44219970,442199,44,Assembled fence sections,,,,,0.0
4421.99.70.40,44219970,442199,44,Other,,,,,0.0
,,,,Clothespins:,,,,,0.0
4421.99.80,44219980,442199,44,Spring-type,6.5¢/gross,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4421.99.80.24,44219980,442199,44,Valued not over 80¢/gross,,,,,0.0
4421.99.80.27,44219980,442199,44,Valued over 80¢ but not over $1.35/gross,,,,,0.0
4421.99.80.30,44219980,442199,44,Valued over $1.35 but not over $1.70/gross,,,,,0.0
4421.99.80.33,44219980,442199,44,Valued over $1.70/gross,,,,,0.0
4421.99.85.00,44219985,442199,44,Other,4.8%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,,0.0
4421.99.88.00,44219988,442199,44,Canoe paddles,Free,,9903.88.15,List 4A,7.5
,,,,Other:,,,,,0.0
4421.99.93.00,44219993,442199,44,"Theatrical, ballet, and operatic scenery and properties, including sets ",Free,,9903.88.03,List 3,25.0
4421.99.94.00,44219994,442199,44,Edge-glued lumber,Free,,9903.88.03,List 3,25.0
4421.99.98,44219998,442199,44,Other,3.3%,"Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",9903.88.03,List 3,25.0
4421.99.98.20,44219998,442199,44,Pencil slats,,,,,0.0
4421.99.98.70,44219998,442199,44,Gates for confining children or pets,,,,,0.0
4421.99.98.80,44219998,442199,44,Other,,,,,0.0
4501,,,,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork:",,,,,0.0
4501.10.00.00,45011000,450110,45,"Natural cork, raw or simply prepared",Free,,9903.88.03,List 3,25.0
4501.90,,,,Other:,,,,,0.0
4501.90.20.00,45019020,450190,45,Waste cork,Free,,9903.88.03,List 3,25.0
4501.90.40.00,45019040,450190,45,"Crushed, granulated or ground cork",Free,,9903.88.03,List 3,25.0
4502.00.00.00,45020000,450200,45,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip (including sharp-edged blanks for corks or stoppers)",Free,,9903.88.03,List 3,25.0
4503,,,,Articles of natural cork:,,,,,0.0
4503.10,,,,Corks and stoppers:,,,,,0.0
,,,,Tapered and of a thickness (or length) greater than the maximum diameter:,,,,,0.0
4503.10.20.00,45031020,450310,45,With maximum diameter not over 19 mm,Free,,9903.88.03,List 3,25.0
,,,,Other:,,,,,0.0
4503.10.30.00,45031030,450310,45,"Wholly of cork, of a thickness (or length) greater than the maximum diameter",Free,,9903.88.03,List 3,25.0
